point,value
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.08328512835
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352
0,0.09285786352